x1,x2,x3
-0.014037736996165066,0.028216174942885933,-0.16887190920704362
0.04193863554349113,-0.017010132046207237,-0.10832255381248601
-0.05669432196149971,0.003846962609877794,-0.05420129640662978
-0.18704196134920362,-0.18394004386351515,-0.06213702093118512
0.10290916782558708,0.120603193299495,-0.010495142194311632
-0.016261999181193348,0.03965694817630079,-0.13515265935755677
0.1274387158696046,-0.02597144564639729,-0.006986396956977686
0.011726202350983561,0.0015370076248335028,0.001202277859547843
0.08457019361968311,0.027246355481284353,0.10174200349624658
-0.002864994300760765,0.11145657826330423,-0.10341036865417853
0.2558026297014854,0.09333475370917092,0.03406799390929614
-0.1515316943365533,-0.008582346204329431,0.13673164841956978
0.12163198526739881,0.053757639115935986,0.005093041550577499
